V0,V1,V2,V3,V4,V6,V7,V8,V10,V12,V13,V15,V16,V18,V19,V20,V23,V24,V27,V29,V30,V31,V35,V36,V37,target,label
4.1470844573805845,5.841183571163104,0.9184793528568767,0.9210875801202372,1.205738385655484,1.8643573252042511,1.5681844534529712,3.7993730379406574,0.26278232523404593,1.495579023714065,1.235515216692566,0.3059095805659511,1.8927895997046684,0.5165487014321609,0.4862020976028858,0.35441415395073717,11.58165635737154,0.5315866888174872,8923.054504567555,0.3000803925544229,1.788351973422805,15.555187161102603,0.5198428076365662,0.0,0.01828438360252868,0.175,train
4.988271106677781,7.279839912854853,0.9848974479475222,0.9645378812447702,1.1105080351539744,2.1482359148034385,1.5681844534529712,5.377114268990106,0.49378607170229555,1.463959655749581,1.470748763174096,0.3059095805659511,2.7474078519015306,0.5169945066545825,0.5206735986096763,0.35312886405305766,11.58842284280584,0.5318201762180683,11039.701315967264,0.28039680993311156,1.8000490788529029,21.939731249357116,9.178637458370304,0.36973406054813573,0.40783426275994156,0.676,train
5.09022422801739,7.783637429514933,1.0401701336048583,0.9110780816055396,1.0812179957933785,2.4015418120123457,1.5681844534529712,5.529583672168627,0.6559888357206968,1.4961012046730828,1.3243155530857464,0.28852443282890144,3.2678504382818794,0.5185559862050965,0.5843951336335866,0.3524257810435331,11.574893273393378,0.5690349221503123,10875.927639758238,0.2893789661007478,1.9921618664862195,24.904397638838766,9.178637458370304,0.6118785371202097,0.42645084491851487,0.633,train
4.4817282913715575,7.025645571089097,1.056126599360385,0.8563138370647724,1.2621259004344587,2.6316635552353844,1.888753641419494,5.546472400387395,0.45465115103851944,1.5266005757745007,1.3251487101822026,0.29267808252921845,3.5722133310099005,0.516325854105846,0.5829940089656933,0.33412563565038206,11.554624415642461,0.6776847931828962,10230.746477845958,0.29116845368144156,2.0396073516603885,24.92999035788475,9.178637458370304,0.5114825629683065,0.48873618250942436,0.206,train
4.3814163028191375,8.064593746904086,1.0484665072174821,0.8679691229893659,1.1627091249765218,2.8180141111915415,1.888753641419494,5.3348575935465,0.3987231863722517,1.6422535379290368,0.9003898689778,0.294659990242775,3.6360960723610836,0.5167715856141548,0.6231365063096151,0.32371882506960814,11.554624415642461,0.5504629298700799,10957.524880083414,0.3034933531691532,2.6632142637535576,25.56433142118302,9.178637458370304,0.38080152400667205,0.49959718935934083,0.384,train
3.917126992166139,8.019889233353599,1.098218845480094,0.870891393624878,1.2080093464601047,2.9157929683383452,2.139954095406563,5.737535385525195,0.34554956997478536,1.6957227831271358,1.3854227149130949,0.3147813902616003,3.7353882667613933,0.5165487014321609,0.5942350589969441,0.31878741451360393,11.534386118626996,0.531119680260831,11289.744691901653,0.32266069504380895,2.267823455767019,25.959720080357314,9.178637458370304,0.3989370755064155,0.38752351833348003,0.06,train
4.813195321731051,7.20167554176233,1.1784238700401337,0.9073006964886738,1.1213405367761826,3.2337776851616797,2.2432700241725922,6.381211222758347,0.3976788720353013,1.7714105537126776,1.2687003420088683,0.3147813902616003,3.7353882667613933,0.5136545599302609,0.5876688746780582,0.3268853282754202,11.554624415642461,0.5318201762180683,11938.512922934528,0.32266069504380895,1.7666614377942642,24.47286621763413,9.178637458370304,0.4063526559247016,0.3291308033556328,0.415,train
5.024334339639892,7.630693501240601,1.2010297407930035,0.9295034284562136,1.1336933641578932,3.4583078786429,2.3942915485053473,6.4465238248471355,0.43775248582593124,1.6832351996957056,1.3297359083173264,0.32521067043447893,4.478034837798741,0.5152121702130384,0.6062590457547552,0.3330117218107127,11.649474517664027,0.531119680260831,12057.482043665179,0.3002990464160625,1.6676404067642827,26.903430281307262,9.178637458370304,0.46020905209566676,0.3853928226276859,0.609,train
4.943480137971936,8.967899543469468,1.1588147454717566,0.9352197801960797,1.2590167926419675,3.622758340484397,2.709147880526064,6.473899009327294,0.4976026794492215,1.7492193404619663,0.9215061449105348,0.3289991760914804,4.684507270719174,0.5181096648296328,0.6767045551802018,0.332763711337747,11.649474517664027,0.531119680260831,13326.945126091086,0.3038548546466528,2.0826491186469998,29.308193871838256,9.178637458370304,0.4501063788492535,0.43118870441499096,0.981,train
5.427605507559555,9.920678049843179,1.1777207994764753,0.9786249279706708,1.6355399466075333,3.584264381085331,2.709147880526064,7.0565168036410535,0.4841777031026636,1.9303991520603414,0.9737028642618396,0.330844370695786,4.745211428576315,0.517886559455719,0.5846287656466941,0.3335691145862207,11.595192731152347,0.18934502113356474,13692.98884898028,0.3498416833074224,2.0731245252343298,34.37155041887408,9.178637458370304,0.47126229168303324,0.3508566501917216,0.818,train
